start	end	length	classification	base_kind	non_padding_bytes	inbound_call_refs	raw_pointer_refs	create_apply	rejection_reason
004359C5	004359C9	5	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00436A84	00436B26	163	defined_data	defined_data	141	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004376D8	004376E0	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00437BFE	00437BFF	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00438680	004386B2	51	defined_data	defined_data	33	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004386B4	004387E3	304	defined_data	defined_data	240	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00438FD5	00438FE6	18	unknown_nonpadding	raw	16	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439223	00439227	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043928A	0043928E	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004393EA	004393EE	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004395D1	004395D5	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439637	0043963B	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043973B	0043973F	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004397CF	004397D3	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439865	00439869	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439951	00439955	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004399DD	004399E1	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439B0B	00439B0F	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439C82	00439C86	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439D90	00439D94	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439DF6	00439DFA	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439EB2	00439EB6	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439F3B	00439F3F	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00439FA3	00439FA7	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043A09C	0043A0A0	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043A213	0043A217	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043A2E5	0043A2E9	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043A42A	0043A42B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043AE8B	0043AE93	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043AF34	0043AF3C	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043B0D6	0043B0DE	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043B4C9	0043B4D1	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043B6E6	0043B6EE	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043B976	0043B97E	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043BF2C	0043BF34	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043C108	0043C110	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CA81	0043CA89	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CBA8	0043CBB0	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CC3A	0043CC42	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CD26	0043CD2E	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CE13	0043CE1B	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043CEE7	0043CEEF	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D056	0043D05E	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D33E	0043D346	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D64C	0043D654	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D734	0043D73C	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D8BC	0043D8C4	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D8E9	0043D8EB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D8EC	0043D94E	99	defined_data	defined_data	85	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043D950	0043D974	37	defined_data	defined_data	29	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043D975	0043D977	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D978	0043D9B9	66	defined_data	defined_data	51	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043D9BA	0043D9BB	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043D9BC	0043DA2A	111	defined_data	defined_data	86	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DA2C	0043DA58	45	defined_data	defined_data	37	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DA59	0043DA5B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DA5C	0043DAA0	69	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DAA1	0043DAA3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DAA4	0043DAE8	69	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DAE9	0043DAEB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DAEC	0043DB10	37	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DB11	0043DB13	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DB14	0043DB38	37	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DB39	0043DB3B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DB3C	0043DB62	39	defined_data	defined_data	32	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DB64	0043DB8C	41	defined_data	defined_data	33	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DB8D	0043DB8F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DB90	0043DBB4	37	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DBB5	0043DBB7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DBB8	0043DBDC	37	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DBDD	0043DBDF	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DBE0	0043DC04	37	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DC05	0043DC07	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DC08	0043DC28	33	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DC29	0043DC2B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DC2C	0043DC48	29	defined_data	defined_data	17	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043DC49	0043DC4B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043DC4C	0043DC93	72	defined_data	defined_data	57	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043E704	0043E732	47	defined_data	defined_data	41	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043E8F9	0043E8FB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0043E8FC	0043E92A	47	defined_data	defined_data	41	1	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043EB64	0043EB92	47	defined_data	defined_data	41	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043EE10	0043EE3E	47	defined_data	defined_data	41	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0043F074	0043F0A2	47	defined_data	defined_data	41	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004403C2	004403C3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004403C4	0044040F	76	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044594C	004459EB	160	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044673C	0044673D	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004485CD	004485D5	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448742	0044874A	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448896	0044889E	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448B07	00448B0B	5	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448C9A	00448CA2	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448E09	00448E11	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00448F7D	00448F85	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004490F0	004490F8	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044926F	00449277	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004493C8	0044956F	424	defined_data	defined_data	405	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00449C6C	00449C83	24	defined_data	defined_data	18	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044ABD5	0044ABE0	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044AE44	0044AE4F	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044AF84	0044AF89	6	unknown_nonpadding	raw	5	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044B071	0044B079	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044BC79	0044BC7D	5	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044BCD5	0044BCD6	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044BDD3	0044BDD7	5	unknown_nonpadding	raw	5	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044BED0	0044BEEF	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044C4C8	0044C5E1	282	defined_data	defined_data	235	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044D130	0044D217	232	defined_data	defined_data	182	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044DE31	0044DE33	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0044DE34	0044DEBE	139	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0044EC3C	0044ECDB	160	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045AFA1	0045AFA3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045AFA4	0045AFF0	77	defined_data	defined_data	61	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045AFF1	0045AFF3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045AFF4	0045B040	77	defined_data	defined_data	61	0	2	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045B041	0045B043	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045B044	0045B1D0	397	defined_data	defined_data	304	0	3	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045B1D1	0045B1D3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045B1D4	0045BAD4	2305	defined_data	defined_data	1712	0	20	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045BAD5	0045BAD7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045BAD8	0045BB77	160	defined_data	defined_data	118	0	1	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045F276	0045F277	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045F278	0045F2FB	132	defined_data	defined_data	99	0	1	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045F5CE	0045F5CF	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0045F5D0	0045F62B	92	defined_data	defined_data	69	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0045FC44	0045FC67	36	defined_data	defined_data	26	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046011D	0046011F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00460120	00460153	52	defined_data	defined_data	33	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00461B89	00461B8B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00461B8C	00461BD2	71	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00461BD4	00461BEE	27	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00461BF0	00461C0A	27	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004648FD	004648FF	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00464900	0046499F	160	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00465B24	00465B37	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004673E1	004673E2	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00469A05	00469A07	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00469A08	00469AA7	160	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046AF5C	0046AF97	60	defined_data	defined_data	45	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046B4C7	0046B4D2	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0046C478	0046C48B	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046CDD9	0046CDDB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0046CDDC	0046CDFB	32	defined_data	defined_data	23	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046EA10	0046EA4B	60	defined_data	defined_data	45	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0046F465	0046F467	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0046F468	0046F487	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00470E4E	00470E4F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00470E50	00470E8B	60	defined_data	defined_data	45	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00471961	00471963	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00471964	00471987	36	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00472D7C	00472DC2	71	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00472DC4	00472DDE	27	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00472DE0	00472DFA	27	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004743B8	004743CB	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00474A75	00474A80	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00474AC9	00474AD4	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00474CC7	00474CD2	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00474F3D	00474F48	12	unknown_nonpadding	raw	11	0	1	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00474FA8	00474FB3	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00475009	00475014	12	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004752C0	004752D3	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00476822	00476823	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00476824	00476837	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00477C34	00477C47	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047813E	00478148	11	unknown_nonpadding	raw	10	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004783B7	004783C1	11	unknown_nonpadding	raw	10	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004784DC	004784F3	24	defined_data	defined_data	18	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00479298	004792BF	40	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047B40F	0047B419	11	unknown_nonpadding	raw	10	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047B6F1	0047B6F3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047B6F4	0047B71B	40	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047BFF4	0047C013	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047CAE8	0047CAF2	11	unknown_nonpadding	raw	10	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047CBF2	0047CBF3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047CBF4	0047CC1B	40	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047D01C	0047D02F	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047F50D	0047F50F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047F510	0047F537	40	defined_data	defined_data	30	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047FD41	0047FD43	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0047FD44	0047FD5F	28	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0047FFB1	0047FFBC	12	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00480099	004800A2	10	unknown_nonpadding	raw	9	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
004801BC	004801C5	10	unknown_nonpadding	raw	9	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00480266	00480267	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00480268	00480287	32	defined_data	defined_data	23	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
004811D0	00481200	49	defined_data	defined_data	43	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00482C50	00482CEF	160	defined_data	defined_data	120	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00483860	00483867	8	unknown_nonpadding	raw	6	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00486248	004862ED	166	defined_data	defined_data	143	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00486D60	00486D80	33	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00488270	00488333	196	defined_data	defined_data	149	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00488C08	00488C1B	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00488E46	00488E47	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00488E48	00488E77	48	defined_data	defined_data	19	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00488F98	00488F9E	7	unknown_nonpadding	raw	6	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00489669	0048966B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0048966C	004896C7	92	defined_data	defined_data	78	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
