apply	source_type	target_type	length	concrete_fields	defined_components	distinct_function_targets	global_reference_functions	global_pointer_roots	containing_pointer_fields	status	evidence
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067D1D0_21940C5B		266	6	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067D9C0_2E8A2257		266	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067DC20_B265FC02		140	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0068DC80_4419198B		648	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00690E90_9F986EB9		140	0	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00690FC0_955C4112		264	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00691190_783A1B6D		264	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00696D00_CB3CB395		32	1	1	2	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697AF0_A94F4D28		28	1	1	2	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697CF0_0C230C1C		16	4	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697CF0_36737CA3		28	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006991C0_8449B3A8		10	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_791EEE4D		14	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_7B374C54		8	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_B339E56A		16	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_F11C5D8F		4	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069FD70_008BB09C		32	7	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006A58B0_8049417A		52	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006A58B0_CDE73679		52	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B1B10_121F236C		440	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B1BD0_7C890E99		440	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B3F40_BF05F5FE		528	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B3F80_E1B76DFD		532	5	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B4030_B7868C9A		548	5	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B40E0_1B946617		480	1	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5010_308EC787		36	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5050_99986F91		24	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5480_2C1D4FBF		24	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5A50_BD82F60D		32	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B6530_C4BC1053		52	7	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B7190_816EEFBC		8	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B7830_769CA2DF		24	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8200_800652FF		24	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8850_E5DFE1E1		64	2	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8F10_41B61BA9		60	12	14	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B9AA0_FC1882B5		88	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BA7B0_E82BD3A2		24	0	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB690_EB7315D1		52	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB980_E41494A1		1148	2	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB9D0_BD42D958		68	6	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BC440_9548EA86		544	6	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BC580_F6F161A5		72	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BF710_259ECA93		548	17	17	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BFE70_9EDC24A5		196	12	13	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C2390_A203A467		76	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3500_19C01617		48	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3570_37024033		136	1	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3D80_5E5410BE		44	6	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3F80_1EACF9F3		24	1	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C4480_8B824940		1220	1	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C4AA0_6E9A3AA4		44	0	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00		1180	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C52E0_B18BC6D0		1180	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5A10_DB2339A4		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5B00_75F2A72F		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5BF0_474F0272		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5D00_C5C8A2E6		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5E00_04F0C4FF		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5F90_8AFC020B		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6100_D1CCA835		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6290_2B502C58		1184	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6AE0_9C4F43C2		92	4	9	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6BE0_5C8BBC13		100	0	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6E30_3C2F0429		72	5	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6F10_68E82598		116	3	11	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6FC0_B2C34C14		120	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7000_4A8D1200		100	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7030_23487746		100	0	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7240_F2C56622		100	8	9	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C72F0_54F06289		120	5	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7430_D1D36538		120	6	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7700_7DDC3CA1		60	10	12	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C7B20_5A99C851		56	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEC40_BB23E716		76	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CECB0_97249119		72	4	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEEE0_CDA60BFB		452	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D0820_E08F8169		44	5	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D0CF0_F5F86399		1220	7	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D3C30_0FAA5DE6		1176	0	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D3C30_B7073A5B		16	0	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D4930_676532DD		60	4	4	1	0		1	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D4CF0_8A8947BE		152	2	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D54C0_FBA73A61		784	4	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D5820_330472AB		80	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D5DF0_C24DE923		16	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D5ED0_5EF510E8		112	6	10	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D5ED0_6A5D6B49		12	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D6090_8F63898D		116	2	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D6290_10462BC7		788	2	2	1	0		1	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D6290_6C97E0B2		28	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D7770_4ECBDE32		48	6	9	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D7D9A_A5401417		76	3	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D8120_534053F7		64	5	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D8A60_6A1C9651		3	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D8A60_D503343B		4	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006DBCA0_EF06575F		680	0	8	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006DC320_0C876EFA		1048	50	55	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E1EE0_698AE49A		64	3	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E2B60_E36B924C		44	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E4480_50BB219F		12	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E45C0_FB272364		12	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E52D0_AF06BCD2		28	1	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E5740_EEA77B11		28	2	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E6AF0_D2F012A7		28	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E6FB0_BC494FEA		16	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E8840_CF3FA5BA		164	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E8EA0_96B71903		40	4	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006EB350_D4715C71		168	3	3	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006EB570_80B255F3		1268	12	13	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006EBE40_77FE2AA7		376	6	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006EC010_0B2ED2E5		104	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006ECFC0_1618ABFE		104	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006ECFC0_6CF214D7		104	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006F31D0_08EF59F4		22	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006F31D0_0BFF23DC		148	5	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00708D10_69880022		22	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_007098A0_B7562D88		8	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00709990_0FAEF1E0		8	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0070B3E0_DA0C9F15		44	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0070B410_2733CA30		52	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0070B6B0_34698A53		21	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_007109F0_BD33A2FF		64	0	7	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_007115E0_FC3147FF		24	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00711670_5F8DCCF2		24	2	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00715360_91615618		12	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00717380_FEFD061B		1260	9	12	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0071A990_7656000F		16	2	2	1	0		2	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0071B760_B33E06ED		188	6	6	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0071B760_D695FB3E		16	4	4	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0071C830_6B4541B2		116	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0071C870_66664424		116	1	2	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00720D30_DF382E7D		536	3	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00721340_81196542		532	4	5	1	0		0	function_local_or_unreferenced	exact managed pointee reaches fewer than two distinct function boundaries and has no unique global root referenced by two functions
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00721790_E0636AC6		316	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_007217E0_1A4AB243		316	1	1	1	0		0	insufficient_structural_shape	fewer than two exact offset/width components do not establish a useful record view
