function_address	function	family	storage_local_parameter	conflicting_value_domains	machine_definitions	consumers	selected_fix	reason	status	pcode_anchor_verified	call_boundary_verified
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2207/mg0	scalar(/int) -> scalar(/byte)	004BF314:t17435 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2318/mg0	scalar(/int) -> scalar(/byte)	004BF37E:t6759 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2318/mg0	scalar(/int) -> scalar(/byte)	004BF383:t17439 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2427/mg0	scalar(/int) -> scalar(/byte)	004BF3EB:t6865 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2427/mg0	scalar(/int) -> scalar(/byte)	004BF3F0:t17443 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2535/mg0	scalar(/int) -> scalar(/byte)	004BF457:t6975 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2535/mg0	scalar(/int) -> scalar(/byte)	004BF45C:t17447 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2652/mg0	scalar(/int) -> scalar(/byte)	004BF4CC:t5267 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2652/mg0	scalar(/int) -> scalar(/byte)	004BF4D1:t17451 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2781/mg0	scalar(/int) -> scalar(/byte)	004BF54D:t5406 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2781/mg0	scalar(/int) -> scalar(/byte)	004BF552:t17455 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2898/mg0	scalar(/int) -> scalar(/byte)	004BF5C2:t5871 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_2898/mg0	scalar(/int) -> scalar(/byte)	004BF5C7:t17459 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3027/mg0	scalar(/int) -> scalar(/byte)	004BF643:t6010 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3027/mg0	scalar(/int) -> scalar(/byte)	004BF648:t17463 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3144/mg0	scalar(/int) -> scalar(/byte)	004BF6B8:t5643 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3144/mg0	scalar(/int) -> scalar(/byte)	004BF6BD:t17467 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3286/mg0	scalar(/int) -> scalar(/byte)	004BF746:t6142 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3286/mg0	scalar(/int) -> scalar(/byte)	004BF74B:t17471 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3424/mg0	scalar(/int) -> scalar(/byte)	004BF7D0:t6324 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3424/mg0	scalar(/int) -> scalar(/byte)	004BF7D5:t17475 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3527/mg0	scalar(/int) -> scalar(/byte)	004BF837:t3694 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3527/mg0	scalar(/int) -> scalar(/byte)	004BF83C:t17479 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3635/mg0	scalar(/int) -> scalar(/byte)	004BF8A3:t3804 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3635/mg0	scalar(/int) -> scalar(/byte)	004BF8A8:t17483 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3752/mg0	scalar(/int) -> scalar(/byte)	004BF918:t3246 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3752/mg0	scalar(/int) -> scalar(/byte)	004BF91D:t17487 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3860/mg0	scalar(/int) -> scalar(/byte)	004BF984:t3356 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_3860/mg0	scalar(/int) -> scalar(/byte)	004BF989:t17491 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4004/mg0	scalar(/int) -> scalar(/byte)	004BFA14:t3552 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4004/mg0	scalar(/int) -> scalar(/byte)	004BFA19:t17495 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4145/mg0	scalar(/int) -> scalar(/byte)	004BFAA1:t1557 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4145/mg0	scalar(/int) -> scalar(/byte)	004BFAA6:t17499 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4267/mg0	scalar(/int) -> scalar(/byte)	004BFB1B:t1677 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4267/mg0	scalar(/int) -> scalar(/byte)	004BFB20:t17503 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4382/mg0	scalar(/int) -> scalar(/byte)	004BFB8E:t2908 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4382/mg0	scalar(/int) -> scalar(/byte)	004BFB93:t17507 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4490/mg0	scalar(/int) -> scalar(/byte)	004BFBFA:t3018 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4490/mg0	scalar(/int) -> scalar(/byte)	004BFBFF:t17511 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4607/mg0	scalar(/int) -> scalar(/byte)	004BFC6F:t2321 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4607/mg0	scalar(/int) -> scalar(/byte)	004BFC74:t17515 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4716/mg0	scalar(/int) -> scalar(/byte)	004BFCDC:t2764 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4716/mg0	scalar(/int) -> scalar(/byte)	004BFCE1:t17519 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4838/mg0	scalar(/int) -> scalar(/byte)	004BFD56:t2426 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4838/mg0	scalar(/int) -> scalar(/byte)	004BFD5B:t17523 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4947/mg0	scalar(/int) -> scalar(/byte)	004BFDC3:t3137 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_4947/mg0	scalar(/int) -> scalar(/byte)	004BFDC8:t17527 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5062/mg0	scalar(/int) -> scalar(/byte)	004BFE36:t2200 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5062/mg0	scalar(/int) -> scalar(/byte)	004BFE3B:t17531 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5177/mg0	scalar(/int) -> scalar(/byte)	004BFEA9:t1786 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5177/mg0	scalar(/int) -> scalar(/byte)	004BFEAE:t17535 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5305/mg0	scalar(/int) -> scalar(/byte)	004BFF29:t1923 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5305/mg0	scalar(/int) -> scalar(/byte)	004BFF2E:t17539 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5423/mg0	scalar(/int) -> scalar(/byte)	004BFF9F:t2046 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5423/mg0	scalar(/int) -> scalar(/byte)	004BFFA4:t17543 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5552/mg0	scalar(/int) -> scalar(/byte)	004C0020:t1093 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5552/mg0	scalar(/int) -> scalar(/byte)	004C0025:t17547 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5828/mg0	scalar(/int) -> scalar(/byte)	004C0134:t2535 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5828/mg0	scalar(/int) -> scalar(/byte)	004C0139:t17555 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5936/mg0	scalar(/int) -> scalar(/byte)	004C01A0:t2645 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_5936/mg0	scalar(/int) -> scalar(/byte)	004C01A5:t17559 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_770/mg0	scalar(/int) -> scalar(/byte)	004BED72:t4159 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	local_EAX_770/mg0	scalar(/int) -> scalar(/byte)	004BED77:t17401 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	uVar13/mg0	scalar(/int) -> scalar(/byte)	004C008C:t1202 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004BEA70	TLOBaseTy::sub_004BEA70	local_lifetime	uVar13/mg0	scalar(/int) -> scalar(/byte)	004C0091:t17551 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C34A0	TLOBaseTy::sub_004C34A0	return_abi	EAX/x87 return	scalar(/undefined4) -> scalar(/bool)	all reachable callee return paths	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1, 1]	retain current machine-width return pending strict ABI proof	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1, 1]	review	1	1
004C3C00	TLOBaseTy::fireFindCheckTarget	local_lifetime	uVar10/mg1	scalar(/uint) -> scalar(/int)	004C3F39:t1218 signed_scalar_role operand=-1 target=	INT_SRIGHT	retain neutral or current storage; require an exact per-use view	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only	review	1	1
004C5350	STGameObjC::sub_004C5350	local_lifetime	uVar6/mg1	scalar(/uint) -> scalar(/int)	004C55D0:t628 signed_scalar_role operand=-1 target=	INT_SRIGHT	retain neutral or current storage; require an exact per-use view	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only	review	1	1
004C56B0	TLOBaseTy::sub_004C56B0	return_abi	EAX/x87 return	scalar(/undefined4) -> scalar(/bool)	all reachable callee return paths	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 1, 0]	retain current machine-width return pending strict ABI proof	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 1, 0]	review	1	1
004C6D00	FUN_004c6d00	local_lifetime	unaff_EDI/mg0	pointer(pointer:/int) -> scalar(/int)	004C6F42:t478 call_argument operand=3 target=006A5E40	USER_DEFINED; direct=006A5E40	unattachable High lifetime is represented by the exact address-stable per-use boundary 004C6F42:t478|006A5E40|3	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004C6D00		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004C6F42:t478; target=006A5E40; operand=3; locals=unaff_EDI; transition=pointer:/int -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004C7CC0	TLOBaseTy::FUN_004c7cc0	local_lifetime	local_EAX_1031/mg0	scalar(/int) -> scalar(/byte)	004C80C7:t1462 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C7CC0	TLOBaseTy::FUN_004c7cc0	local_lifetime	local_EAX_1031/mg0	scalar(/int) -> scalar(/byte)	004C80CC:t3214 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C7CC0	TLOBaseTy::FUN_004c7cc0	local_lifetime	uVar9/mg0	scalar(/int) -> scalar(/byte)	004C8093:t1411 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C7CC0	TLOBaseTy::FUN_004c7cc0	local_lifetime	uVar9/mg0	scalar(/int) -> scalar(/byte)	004C8098:t3212 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C84C0	FUN_004c84c0	local_lifetime	local_EAX_683/mg0	scalar(/int) -> scalar(/byte)	004C876B:t960 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C84C0	FUN_004c84c0	local_lifetime	local_EAX_683/mg0	scalar(/int) -> scalar(/byte)	004C8770:t4677 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C84C0	FUN_004c84c0	local_lifetime	local_EAX_749/mg0	scalar(/int) -> scalar(/byte)	004C87AD:t1058 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C84C0	FUN_004c84c0	local_lifetime	local_EAX_749/mg0	scalar(/int) -> scalar(/byte)	004C87B2:t4679 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004C84C0	FUN_004c84c0	local_lifetime	local_EAX_801/mg0	scalar(/int) -> scalar(/byte)	004C87E1:t1111 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
